human_ensembl,human_symbol,mouse_ensembl,mouse_symbol
ENSG00000145632,PLK2,ENSMUSG00000021701,Plk2
ENSG00000132341,RAN,ENSMUSG00000029430,Ran
ENSG00000136824,SMC2,ENSMUSG00000028312,Smc2
ENSG00000090889,KIF4A,ENSMUSG00000034311,Kif4
ENSG00000152253,SPC25,ENSMUSG00000005233,Spc25
ENSG00000096384,HSP90AB1,ENSMUSG00000023944,Hsp90ab1
ENSG00000092853,CLSPN,ENSMUSG00000042489,Clspn
ENSG00000203760,CENPW,ENSMUSG00000075266,Cenpw
ENSG00000129810,SGO1,ENSMUSG00000023940,Sgo1
ENSG00000137267,TUBB2A,ENSMUSG00000058672,Tubb2a
ENSG00000139352,ASCL1,ENSMUSG00000020052,Ascl1
ENSG00000167900,TK1,ENSMUSG00000025574,Tk1
ENSG00000143228,NUF2,ENSMUSG00000026683,Nuf2
ENSG00000167614,TTYH1,ENSMUSG00000030428,Ttyh1
ENSG00000163535,SGO2,ENSMUSG00000026039,Sgo2a
ENSG00000160789,LMNA,ENSMUSG00000028063,Lmna
ENSG00000128944,KNSTRN,ENSMUSG00000027331,Knstrn
ENSG00000137285,TUBB2B,ENSMUSG00000045136,Tubb2b
ENSG00000100526,CDKN3,ENSMUSG00000037628,Cdkn3
ENSG00000114315,HES1,ENSMUSG00000022528,Hes1
ENSG00000122952,ZWINT,ENSMUSG00000019923,Zwint
ENSG00000164442,CITED2,ENSMUSG00000039910,Cited2
ENSG00000115738,ID2,ENSMUSG00000020644,Id2
ENSG00000138778,CENPE,ENSMUSG00000045328,Cenpe
ENSG00000185088,RPS27L,ENSMUSG00000036781,Rps27l
ENSG00000132646,PCNA,ENSMUSG00000027342,Pcna
ENSG00000138182,KIF20B,ENSMUSG00000024795,Kif20b
ENSG00000166851,PLK1,ENSMUSG00000030867,Plk1
ENSG00000099901,RANBP1,ENSMUSG00000005732,Ranbp1
ENSG00000198901,PRC1,ENSMUSG00000038943,Prc1
ENSG00000136108,CKAP2,ENSMUSG00000037725,Ckap2
ENSG00000124762,CDKN1A,ENSMUSG00000023067,Cdkn1a
ENSG00000135046,ANXA1,ENSMUSG00000024659,Anxa1
ENSG00000164109,MAD2L1,ENSMUSG00000029910,Mad2l1
ENSG00000145386,CCNA2,ENSMUSG00000027715,Ccna2
ENSG00000102760,RGCC,ENSMUSG00000022018,Rgcc
ENSG00000188229,TUBB4B,ENSMUSG00000036752,Tubb4b
ENSG00000126787,DLGAP5,ENSMUSG00000037544,Dlgap5
ENSG00000196230,TUBB,ENSMUSG00000001525,Tubb5
ENSG00000078401,EDN1,ENSMUSG00000021367,Edn1
ENSG00000087586,AURKA,ENSMUSG00000027496,Aurka
ENSG00000173207,CKS1B,ENSMUSG00000062687,Cks1brt
ENSG00000108106,UBE2S,ENSMUSG00000118653,Ube2srt
ENSG00000088325,TPX2,ENSMUSG00000027469,Tpx2
ENSG00000168078,PBK,ENSMUSG00000022033,Pbk
ENSG00000066279,ASPM,ENSMUSG00000033952,Aspm
ENSG00000113810,SMC4,ENSMUSG00000034349,Smc4
ENSG00000157456,CCNB2,ENSMUSG00000032218,Ccnb2
ENSG00000115163,CENPA,ENSMUSG00000029177,Cenpa
ENSG00000089685,BIRC5,ENSMUSG00000017716,Birc5
ENSG00000106366,SERPINE1,ENSMUSG00000037411,Serpine1
ENSG00000148773,MKI67,ENSMUSG00000031004,Mki67
ENSG00000075624,ACTB,ENSMUSG00000029580,Actb
ENSG00000171848,RRM2,ENSMUSG00000020649,Rrm2
ENSG00000166803,PCLAF,ENSMUSG00000040204,Pclaf
ENSG00000143933,CALM2,ENSMUSG00000036438,Calm2
ENSG00000117399,CDC20,ENSMUSG00000006398,Cdc20
ENSG00000110092,CCND1,ENSMUSG00000070348,Ccnd1
ENSG00000137804,NUSAP1,ENSMUSG00000027306,Nusap1
ENSG00000131747,TOP2A,ENSMUSG00000020914,Top2a
ENSG00000117632,STMN1,ENSMUSG00000028832,Stmn1
ENSG00000123975,CKS2,ENSMUSG00000062248,Cks2
ENSG00000134057,CCNB1,ENSMUSG00000041431,Ccnb1
ENSG00000123416,TUBA1B,ENSMUSG00000023004,Tuba1b
ENSG00000170312,CDK1,ENSMUSG00000019942,Cdk1
ENSG00000108691,CCL2,ENSMUSG00000035385,Ccl2
ENSG00000164611,PTTG1,ENSMUSG00000020415,Pttg1
ENSG00000205542,TMSB4X,ENSMUSG00000049775,Tmsb4x
ENSG00000117724,CENPF,ENSMUSG00000026605,Cenpf
ENSG00000167552,TUBA1A,ENSMUSG00000072235,Tuba1a
ENSG00000175063,UBE2C,ENSMUSG00000001403,Ube2c
