human_ensembl,human_symbol,mouse_ensembl,mouse_symbol
ENSG00000054282,SDCCAG8,Sdccag8,ENSMUSG00000026504
ENSG00000077097,TOP2B,Top2b,ENSMUSG00000017485
ENSG00000164828,SUN1,Sun1,ENSMUSG00000036817
ENSG00000163939,PBRM1,Pbrm1,ENSMUSG00000042323
ENSG00000175826,CTDNEP1,Ctdnep1,ENSMUSG00000018559
ENSG00000129534,MIS18BP1,Mis18bp1,ENSMUSG00000047534
ENSG00000170315,UBB,Ubb,ENSMUSG00000019505
ENSG00000130340,SNX9,Snx9,ENSMUSG00000002365
ENSG00000130640,TUBGCP2,Tubgcp2,ENSMUSG00000025474
ENSG00000151893,CACUL1,Cacul1,ENSMUSG00000033417
ENSG00000204569,PPP1R10,Ppp1r10,ENSMUSG00000039220
ENSG00000170248,PDCD6IP,missing10,missing10
ENSG00000101972,STAG2,Stag2,ENSMUSG00000025862
ENSG00000160551,TAOK1,Taok1,ENSMUSG00000017291
ENSG00000186575,NF2,Nf2,ENSMUSG00000009073
ENSG00000080986,NDC80,Ndc80,ENSMUSG00000024056
ENSG00000132612,VPS4A,Vps4a,ENSMUSG00000031913
ENSG00000131437,KIF3A,Kif3a,ENSMUSG00000018395
ENSG00000171552,BCL2L1,Bcl2l1,ENSMUSG00000007659
ENSG00000164305,CASP3,Casp3,ENSMUSG00000031628
ENSG00000198585,NUDT16,Nudt16,ENSMUSG00000032565
ENSG00000108465,CDK5RAP3,Cdk5rap3,ENSMUSG00000018669
ENSG00000124422,USP22,Usp22,ENSMUSG00000042506
ENSG00000168556,ING2,Ing2,ENSMUSG00000063049
ENSG00000181555,SETD2,Setd2,ENSMUSG00000044791
ENSG00000109805,NCAPG,Ncapg,ENSMUSG00000015880
ENSG00000079819,EPB41L2,Epb41l2,ENSMUSG00000019978
ENSG00000106723,SPIN1,Spin1,ENSMUSG00000021395
ENSG00000166164,BRD7,Brd7,ENSMUSG00000031660
ENSG00000175643,RMI2,Rmi2,ENSMUSG00000037991
ENSG00000167657,DAPK3,Dapk3,ENSMUSG00000034974
ENSG00000154144,TBRG1,Tbrg1,ENSMUSG00000011114
ENSG00000139350,NEDD1,Nedd1,ENSMUSG00000019988
ENSG00000179041,RRS1,Rrs1,ENSMUSG00000061024
ENSG00000102974,CTCF,Ctcf,ENSMUSG00000005698
ENSG00000109917,ZPR1,Zpr1,ENSMUSG00000032078
ENSG00000138180,CEP55,Cep55,ENSMUSG00000024989
ENSG00000080345,RIF1,Rif1,ENSMUSG00000036202
ENSG00000174442,ZWILCH,Zwilch,ENSMUSG00000032400
ENSG00000139613,SMARCC2,Smarcc2,ENSMUSG00000025369
ENSG00000166851,PLK1,Plk1,ENSMUSG00000030867
ENSG00000178028,DMAP1,Dmap1,ENSMUSG00000009640
ENSG00000130177,CDC16,Cdc16,ENSMUSG00000038416
ENSG00000119414,PPP6C,Ppp6c,ENSMUSG00000026753
ENSG00000132383,RPA1,Rpa1,ENSMUSG00000000751
ENSG00000133884,DPF2,Dpf2,ENSMUSG00000024826
ENSG00000062650,WAPL,Wapl,ENSMUSG00000041408
ENSG00000164162,ANAPC10,Anapc10,ENSMUSG00000036977
ENSG00000141551,CSNK1D,Csnk1d,ENSMUSG00000025162
ENSG00000130779,CLIP1,Clip1,ENSMUSG00000049550
ENSG00000108094,CUL2,Cul2,ENSMUSG00000024231
ENSG00000077254,USP33,Usp33,ENSMUSG00000025437
ENSG00000108384,RAD51C,Rad51c,ENSMUSG00000007646
ENSG00000137807,KIF23,Kif23,ENSMUSG00000032254
ENSG00000149554,CHEK1,Chek1,ENSMUSG00000032113
ENSG00000112983,BRD8,Brd8,ENSMUSG00000003778
ENSG00000116750,UCHL5,Uchl5,ENSMUSG00000018189
ENSG00000101966,XIAP,Xiap,ENSMUSG00000025860
ENSG00000129195,PIMREG,Pimreg,ENSMUSG00000020808
ENSG00000138798,EGF,Egf,ENSMUSG00000028017
ENSG00000112130,RNF8,Rnf8,ENSMUSG00000090083
ENSG00000123159,GIPC1,Gipc1,ENSMUSG00000019433
ENSG00000100030,MAPK1,Mapk1,ENSMUSG00000063358
ENSG00000164114,MAP9,Map9,ENSMUSG00000033900
ENSG00000214517,PPME1,Ppme1,ENSMUSG00000030718
ENSG00000151332,MBIP,Mbip,ENSMUSG00000021028
ENSG00000091436,MAP3K20,Map3k20,ENSMUSG00000004085
ENSG00000196470,SIAH1,Siah1b,ENSMUSG00000040749
ENSG00000188313,PLSCR1,Plscr1l1,ENSMUSG00000074139
ENSG00000167110,GOLGA2,Golga2,ENSMUSG00000002546
ENSG00000133026,MYH10,Myh10,ENSMUSG00000020900
